Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,sample,female,earnph,agesq
15,199270459680970,January,AL,3633.3439,900.0,39,44,2,,36,2,7,3,13,"Native, Born In US",63,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,23.076923076923077,1296
43,954001919079770,January,AL,2847.5801,826.92,40,44,1,,31,2,7,0,0,"Native, Born In US",63,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,1,20.673,961
199,678011962039080,January,AL,2424.1925,1000.0,56,44,2,,57,2,7,0,0,"Native, Born In US",63,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1.0,1,17.857142857142858,3249
319,299420555520970,January,AK,376.1969,1107.69,40,44,1,,37,2,1,2,3,"Native, Born In US",94,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,27.69225,1369
401,20902093001906,January,AK,429.0975,1000.0,40,44,1,,25,2,7,0,0,"Native, Born In US",94,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,25.0,625
778,140328063906491,January,AZ,4326.3262,600.0,50,44,1,,40,1,1,3,3,"Native, Born In US",86,Elementary and secondary schools (6111),2320,"Private, For Profit",No,No,Employed-At Work,1.0,0,12.0,1600
784,140603073808694,January,AZ,4664.7207,1057.69,40,44,1,,54,2,1,0,0,"Native, Born In US",86,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,26.44225,2916
800,403902310698614,January,AZ,4158.2245,1557.5,50,46,4,,44,2,7,2,8,"Foreign Born, US Cit By Naturalization",86,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,31.15,1936
1097,985989670786005,January,AR,1876.4358,1288.46,40,44,1,,61,1,1,0,0,"Native, Born In US",71,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,0,32.2115,3721
1367,74770360994195,January,CA,2937.0417,1307.69,40,44,1,,43,2,1,2,3,"Native, Born In US",93,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,32.69225,1849
1371,79810760974975,January,CA,5228.215,1136.36,40,44,4,,29,1,7,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,0,28.409,841
1383,89810360992998,January,CA,2937.0417,2884.61,40,46,1,,40,2,1,2,6,"Foreign Born, US Cit By Naturalization",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,72.11525,1600
1390,90943004066636,January,CA,2993.0883,342.0,24,44,1,,64,2,1,0,0,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - Local,Yes,,Employed-At Work,1.0,1,14.25,4096
1414,92943200013678,January,CA,3322.9475,1788.0,50,44,1,,27,2,7,0,0,"Foreign Born, US Cit By Naturalization",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,35.76,729
1454,94927107035608,January,CA,3416.9320000000002,1923.07,40,45,2,,61,1,1,1,3,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,48.07675,3721
1765,507901700899476,January,CA,3224.6756,1854.0,40,44,1,,54,2,7,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2340,Government - Local,Yes,,Employed-At Work,1.0,1,46.35,2916
1807,578099978600814,January,CA,3057.9629,1223.07,40,44,1,3.0,38,2,5,0,0,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,30.576749999999997,1444
1967,700609949252366,January,CA,3017.4815,1250.0,25,44,1,,60,2,1,0,0,"Native, Born In US",93,Child day care services (6244),2300,"Private, For Profit",No,No,Employed-At Work,1.0,1,50.0,3600
1972,700609960450687,January,CA,3303.7238,1854.16,40,44,1,,51,2,1,2,10,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,46.354,2601
2173,936001200600177,January,CA,2962.7199,2115.0,40,46,1,,44,1,7,0,0,"Foreign Born, Not a US Citizen",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,Yes,Employed-At Work,1.0,0,52.875,1936
2490,92987002078678,January,CA,3416.4469,1222.22,40,44,1,,53,2,1,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2330,Government - State,Yes,,Employed-At Work,1.0,1,30.555500000000002,2809
2617,207906930896246,January,CA,2776.7982,1107.69,40,45,1,,39,2,1,2,3,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,27.69225,1521
2677,300609749252336,January,CA,3631.6129,1176.92,40,44,4,,33,1,1,0,0,"Foreign Born, US Cit By Naturalization",93,Elementary and secondary schools (6111),2320,Government - State,Yes,,Employed-At Work,1.0,0,29.423000000000002,1089
2896,660253073001300,January,CA,3130.4695,1384.61,60,44,1,,34,1,1,1,1,"Native, Born In US",93,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,23.076833333333333,1156
2923,679520952590970,January,CA,3122.8466,1153.84,40,44,1,,46,2,1,2,4,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,28.845999999999997,2116
2933,686820528930970,January,CA,2958.8141,2218.75,40,46,1,,36,2,1,2,5,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,55.46875,1296
3482,946629570849008,January,CA,3301.0612,923.07,30,44,1,,51,2,6,1,4,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,30.769000000000002,2601
3486,946779870509008,January,CA,3285.5299,961.0,40,44,1,,28,2,1,1,1,"Native, Born In US",93,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1.0,1,24.025,784
3813,707002620107218,January,CO,1619.8034,1590.9,40,44,1,,45,1,5,0,0,"Native, Born In US",84,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-Absent,1.0,0,39.7725,2025
3854,899710637400670,January,CO,1692.5003,317.3,36,44,1,,34,2,6,3,3,"Native, Born In US",84,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1.0,1,8.81388888888889,1156
3883,988008945039950,January,CO,1949.2311,769.23,40,44,1,,61,2,1,0,0,"Native, Born In US",84,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,19.23075,3721
4228,958039913079320,January,CT,1240.1555,1030.0,40,44,1,,36,2,1,2,5,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1.0,1,25.75,1296
4255,21650790799092,January,CT,1226.2167,1030.5,40,44,1,,50,2,1,2,4,"Native, Born In US",CT,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,1,25.7625,2500
4325,107700670594249,January,CT,1294.7677,884.0,40,44,1,,33,2,7,0,0,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,22.1,1089
4350,290033047908175,January,CT,1294.7677,1000.0,40,44,1,,32,2,1,0,0,"Native, Born In US",CT,Elementary and secondary schools (6111),2340,Government - Local,No,No,Employed-At Work,1.0,1,25.0,1024
4451,709019963039490,January,CT,1207.3494,1704.54,40,46,1,7.0,33,2,1,2,8,"Native, Born Abroad Of US Parent(s)",CT,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,42.6135,1089
4517,927079708079480,January,CT,1296.9794,826.92,40,44,1,,25,2,7,0,0,"Native, Born In US",CT,Elementary and secondary schools (6111),2320,"Private, Nonprofit",Yes,,Employed-At Work,1.0,1,20.673,625
4540,977098479900643,January,CT,1204.0516,1698.5,50,45,1,,46,2,1,2,10,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,33.97,2116
4657,999330596600730,January,CT,1204.0516,1750.0,40,44,1,,49,2,1,0,0,"Native, Born In US",CT,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,43.75,2401
4691,103093706084031,January,DE,484.0664,1192.3,45,44,1,,35,2,1,3,8,"Native, Born In US",51,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,1,26.495555555555555,1225
4804,86751300790991,January,DE,499.2081,2105.0,40,44,1,,61,2,1,0,0,"Native, Born In US",51,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,52.625,3721
4829,170967404034015,January,DE,469.9913,1698.0,50,44,1,,54,2,1,0,0,"Native, Born In US",51,Elementary and secondary schools (6111),2320,Government - State,Yes,,Employed-At Work,1.0,1,33.96,2916
4830,174997901030068,January,DE,457.4959,576.0,60,44,1,,32,1,7,0,0,"Native, Born In US",51,Elementary and secondary schools (6111),2320,"Private, For Profit",Yes,,Employed-At Work,1.0,0,9.6,1024
4869,290529430239100,January,DE,576.7156,1096.15,40,44,1,,29,2,7,0,0,"Native, Born In US",51,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,27.403750000000002,841
5043,931192969000658,January,DE,469.9913,375.0,20,46,1,,50,2,1,2,10,"Native, Born In US",51,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-Absent,1.0,1,18.75,2500
5055,980408095117659,January,DE,523.1815,769.23,40,46,1,,38,2,1,3,9,"Native, Born In US",51,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,19.23075,1444
5081,82301310795977,January,DC,267.9199,769.0,40,45,1,8.0,47,2,7,1,4,"Foreign Born, US Cit By Naturalization",53,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,1,19.225,2209
5180,198300765540931,January,DC,318.2203,1153.0,40,46,2,,57,2,7,0,0,"Native, Born In US",53,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,28.825,3249
5201,198993106057101,January,DC,328.4049,400.0,20,44,2,,30,2,7,0,0,"Native, Born In US",53,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,20.0,900
5205,203705721895541,January,DC,343.462,346.15,40,46,1,,32,2,1,0,0,"Native, Born In US",53,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,8.653749999999999,1024
5259,310109918096517,January,DC,328.4049,846.0,40,44,2,,30,2,7,0,0,"Native, Born In US",53,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,21.15,900
5445,7006691105772,January,FL,4096.4624,571.0,40,44,1,,32,2,5,3,3,"Native, Born In US",59,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1.0,1,14.275,1024
5564,337191719200817,January,FL,3721.1278,2884.61,70,46,1,,51,1,7,0,0,"Foreign Born, US Cit By Naturalization",59,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,0,41.20871428571429,2601
5595,570920092113599,January,FL,4276.3337,769.23,40,44,2,,27,2,7,0,0,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,19.23075,729
5659,930928092913529,January,FL,3994.8624,865.38,40,44,1,,62,2,1,0,0,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,21.6345,3844
5684,971052789179530,January,FL,3361.1596,844.0,40,44,2,,51,2,5,0,0,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1.0,1,21.1,2601
5731,7906951199682,January,FL,3554.3579,1056.81,40,44,1,3.0,44,2,1,2,8,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,26.42025,1936
5739,16711320975093,January,FL,4114.3771,769.23,40,44,1,,36,1,1,2,1,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1.0,0,19.23075,1296
5846,107907701591822,January,FL,3854.5951,769.0,40,44,2,,33,2,1,2,3,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,19.225,1089
6011,310200069555814,January,FL,3811.4846,865.38,40,44,1,,44,2,5,2,10,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,21.6345,1936
6261,912889470059106,January,FL,3689.9775,1250.0,50,44,4,,52,1,7,0,0,"Foreign Born, US Cit By Naturalization",59,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,0,25.0,2704
6582,99991330991399,January,GA,2994.0359999999996,1153.84,40,44,2,,31,2,7,2,2,"Native, Born In US",58,Elementary and secondary schools (6111),2300,Government - Local,No,No,Employed-At Work,1.0,1,28.845999999999997,961
6596,107047606044341,January,GA,4690.0706,1153.84,40,46,2,,37,1,1,3,5,"Native, Born In US",58,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,0,28.845999999999997,1369
6617,194917800026358,January,GA,5175.6232,761.53,40,46,4,,29,2,1,0,0,"Foreign Born, Not a US Citizen",58,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,19.038249999999998,841
6647,310300012785116,January,GA,2892.2199,850.0,42,45,1,,42,2,1,1,2,"Native, Born In US",58,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,20.238095238095237,1764
6776,923099030799108,January,GA,3342.6426,673.0,60,44,1,,51,2,1,0,0,"Native, Born In US",58,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,11.216666666666667,2601
6808,955083989179170,January,GA,2804.8131,961.53,40,45,1,,40,1,1,0,0,"Native, Born In US",58,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,0,24.038249999999998,1600
6812,973549230219107,January,GA,3518.3826,2884.61,40,44,1,,51,2,1,0,0,"Native, Born In US",58,Elementary and secondary schools (6111),2320,Government - State,No,No,Employed-At Work,1.0,1,72.11525,2601
6824,979093979139400,January,GA,3494.3125,2884.61,40,44,1,,53,2,5,0,0,"Foreign Born, US Cit By Naturalization",58,Elementary and secondary schools (6111),2330,Government - Local,No,No,Employed-At Work,1.0,1,72.11525,2809
6834,993119570499101,January,GA,2990.1490000000003,380.0,20,44,1,,32,2,1,1,4,"Native, Born In US",58,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,19.0,1024
6934,20936095817129,January,GA,2866.9446,692.3,40,46,1,,34,1,1,0,0,"Native, Born In US",58,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,17.307499999999997,1156
6937,23271330015208,January,GA,2872.8299,980.76,40,44,1,,34,1,1,1,1,"Native, Born In US",58,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,0,24.519,1156
6951,109017806002341,January,GA,2747.7562,1317.0,40,44,1,,41,2,1,0,0,"Native, Born In US",58,Elementary and secondary schools (6111),2300,Government - Local,No,No,Employed-At Work,1.0,1,32.925,1681
6967,399430962440971,January,GA,3226.1117,576.92,40,44,1,,55,2,5,0,0,"Native, Born In US",58,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,14.422999999999998,3025
6976,399740827690971,January,GA,2974.7655,761.0,40,44,1,,28,2,7,1,2,"Native, Born In US",58,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,1,19.025,784
6989,832102320300175,January,GA,3282.2209,961.53,40,44,1,,48,2,1,0,0,"Native, Born In US",58,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,24.038249999999998,2304
7020,964093995139460,January,GA,2628.4904,1019.23,40,44,1,,43,2,5,3,10,"Native, Born In US",58,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,25.48075,1849
7053,4431350971694,January,HI,605.8815,761.53,40,46,4,,32,1,7,0,0,"Native, Born In US",95,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,19.038249999999998,1024
7079,195967709066505,January,HI,605.8815,911.0,40,44,4,,30,1,1,1,1,"Foreign Born, US Cit By Naturalization",95,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,0,22.775,900
7080,195967709066505,January,HI,539.8012,761.0,40,44,4,,31,2,1,1,1,"Foreign Born, Not a US Citizen",95,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,19.025,961
7153,710509958698135,January,HI,509.7863,961.53,45,44,1,,50,1,7,0,0,"Native, Born In US",95,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,21.36733333333333,2500
7201,27691750999086,January,HI,471.8419,761.0,40,44,4,,35,2,1,0,0,"Native, Born In US",95,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,19.025,1225
7215,88511350926995,January,HI,490.6224,1875.0,40,44,8,,35,2,5,4,8,"Native, Born In US",95,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,46.875,1225
7542,261943067908090,January,ID,1027.2841,961.0,50,44,1,,60,2,1,0,0,"Native, Born In US",82,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,1,19.22,3600
7608,507009941109856,January,ID,983.9869,1153.0,40,44,1,,51,2,1,0,0,"Native, Born In US",82,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,28.825,2601
8072,171856007001007,January,IL,2970.5245,961.53,50,44,1,,30,2,1,2,5,"Native, Born In US",IL,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,1,19.2306,900
8089,193913807074726,January,IL,2687.0519,700.0,36,44,1,,54,2,7,0,0,"Native, Born In US",IL,Elementary and secondary schools (6111),2300,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,19.444444444444443,2916
8166,310709763719383,January,IL,2409.6205,1153.84,40,44,1,2.0,41,2,1,0,0,"Native, Born In US",IL,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,28.845999999999997,1681
8184,310709957985781,January,IL,2687.0519,800.0,40,44,1,,50,2,1,0,0,"Native, Born In US",IL,Elementary and secondary schools (6111),2300,Government - Local,Yes,,Employed-At Work,1.0,1,20.0,2500
8277,710709989628182,January,IL,2537.7383,961.0,40,44,1,,39,2,1,2,8,"Native, Born In US",IL,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,24.025,1521
8423,109057605084751,January,IL,2854.962,1250.0,50,44,1,,48,2,1,1,4,"Native, Born In US",IL,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,1,25.0,2304
8647,870191549800668,January,IN,3225.3826,692.3,35,44,2,,56,2,6,0,0,"Native, Born In US",IN,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,1,19.779999999999998,3136
8713,181598077001402,January,IN,2978.6805,807.69,38,44,1,,61,2,5,0,0,"Native, Born In US",IN,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,21.255000000000003,3721
8724,281033047001105,January,IN,3624.6461,380.0,20,44,1,,35,2,1,2,1,"Native, Born In US",IN,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,19.0,1225
8794,952068986179890,January,IN,2804.3492,807.69,50,44,1,,52,2,5,0,0,"Native, Born In US",IN,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,16.1538,2704
8869,899760063330971,January,IN,2612.1582,1900.0,40,44,1,,56,2,1,1,4,"Native, Born In US",IN,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,47.5,3136
8929,230986065013269,January,IN,3696.4966,1440.0,40,44,1,,43,2,1,1,3,"Native, Born In US",IN,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1.0,1,36.0,1849
8945,770986098517479,January,IN,3995.063,325.0,25,44,1,,32,2,1,2,5,"Native, Born In US",IN,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,13.0,1024
8980,981078944179570,January,IN,2983.4158,1288.46,50,44,1,,60,2,7,0,0,"Native, Born In US",IN,Elementary and secondary schools (6111),2320,"Private, Nonprofit",Yes,,Employed-At Work,1.0,1,25.7692,3600
9186,840990093313199,January,IA,1272.1743,1019.23,40,44,1,,58,2,5,0,0,"Native, Born In US",IA,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,25.48075,3364
9195,900997070913839,January,IA,1137.0429,650.0,40,44,1,,30,2,1,2,5,"Native, Born In US",IA,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,16.25,900
9272,999080319570971,January,IA,1294.5819,961.53,50,44,1,,56,2,1,0,0,"Native, Born In US",IA,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,19.2306,3136
9338,291703047001316,January,IA,1049.4457,1115.38,40,44,1,,35,2,1,2,5,"Native, Born In US",IA,Elementary and secondary schools (6111),2300,Government - State,Yes,,Employed-At Work,1.0,1,27.884500000000003,1225
9426,979789230109101,January,IA,1111.4853,1634.0,80,46,1,,44,1,7,0,0,"Native, Born In US",IA,Hospitals (622),2200,Government - State,No,Yes,Employed-At Work,1.0,0,20.425,1936
9506,550909073123509,January,KS,1613.7597,800.0,45,44,1,,43,2,1,2,3,"Native, Born In US",47,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,17.77777777777778,1849
9515,720001027185416,January,KS,2289.2705,481.0,37,44,2,2.0,25,1,7,0,0,"Native, Born In US",47,Child day care services (6244),2300,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,13.0,625
9583,802970057908999,January,KS,1673.9524,807.69,50,44,1,,29,2,7,0,0,"Native, Born In US",47,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,16.1538,841
9756,102247057001708,January,KS,1656.5756,1500.0,40,44,1,,63,2,5,0,0,"Native, Born In US",47,Elementary and secondary schools (6111),2310,Government - Federal,Yes,,Employed-At Work,1.0,1,37.5,3969
9758,210908075727479,January,KS,1651.4038,1250.0,40,46,3,,63,1,1,1,3,"Native, Born In US",47,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - Federal,No,No,Employed-At Work,1.0,0,31.25,3969
9816,7102712106921,January,KY,2014.5347,1825.0,40,44,1,,44,2,5,4,3,"Native, Born In US",61,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1.0,1,45.625,1936
9825,40492310991594,January,KY,2353.313,387.17,20,44,1,,27,2,7,0,0,"Native, Born In US",61,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,19.3585,729
9876,439273689100896,January,KY,4580.7095,380.76,20,44,4,,25,1,7,0,0,"Foreign Born, Not a US Citizen",61,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,19.038,625
9918,903109362108671,January,KY,2404.3649,1826.92,80,46,1,,43,1,1,0,0,"Foreign Born, Not a US Citizen",61,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,22.8365,1849
9919,903109362108671,January,KY,2173.7278,884.61,60,46,1,,43,2,1,0,0,"Foreign Born, Not a US Citizen",61,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,14.743500000000001,1849
10000,199400541810972,January,KY,2159.2906,1000.0,40,44,1,,40,1,1,2,3,"Native, Born In US",61,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,25.0,1600
10001,199400541810972,January,KY,1952.1621,1000.0,40,44,1,,40,2,1,2,3,"Native, Born In US",61,Elementary and secondary schools (6111),2300,Government - State,Yes,,Employed-At Work,1.0,1,25.0,1600
10054,700913063627249,January,KY,2109.8384,876.92,35,44,1,,31,2,1,2,8,"Native, Born In US",61,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,25.05485714285714,961
10305,938092992279370,January,LA,3056.9056,1171.84,40,44,1,,37,2,1,2,8,"Native, Born In US",72,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1.0,1,29.296,1369
10373,722176097908596,January,LA,3353.3137,646.15,40,44,1,,39,2,1,2,10,"Native, Born In US",72,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,16.15375,1521
10548,669053969239580,January,ME,537.399,1000.0,45,44,1,,56,2,4,0,0,"Native, Born In US",ME,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,22.22222222222222,3136
10584,850935069923669,January,ME,537.399,769.23,55,44,1,,55,2,1,1,2,"Native, Born In US",ME,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,13.986,3025
10690,332007017906190,January,ME,584.9882,1057.0,60,44,1,,50,2,1,1,4,"Native, Born In US",ME,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,17.616666666666667,2500
10727,435295069300844,January,ME,584.9882,1057.69,50,44,1,,54,2,1,1,4,"Native, Born In US",ME,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,21.1538,2916
10809,903839730689201,January,ME,604.8171,1615.38,40,46,1,,54,1,1,1,4,"Native, Born In US",ME,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,40.3845,2916
10913,714239970847209,January,MD,1785.1303,1000.0,25,46,1,,31,1,1,0,0,"Native, Born In US",52,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,0,40.0,961
10996,52132740123004,January,MD,2980.5236,865.0,40,44,4,,25,1,7,0,0,"Native, Born In US",52,Child day care services (6244),2300,"Private, For Profit",No,No,Employed-At Work,1.0,0,21.625,625
11005,62422740773598,January,MD,1730.3684,1153.84,50,44,1,,31,2,7,0,0,"Native, Born In US",52,Elementary and secondary schools (6111),2300,Government - Local,Yes,,Employed-At Work,1.0,1,23.0768,961
11041,177273559400898,January,MD,1877.2417,1605.76,75,46,1,,57,1,1,2,10,"Native, Born In US",52,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,0,21.410133333333334,3249
11070,273953503043445,January,MD,1688.7744,2884.61,60,46,1,,62,1,1,0,0,"Native, Born In US",52,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - Federal,No,No,Employed-At Work,1.0,0,48.07683333333333,3844
