Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,sample,female,earnph,agesq
262473,45085567500341,October,WI,2809.0839,2076.92,50,44,1,,50,1,1,1,4,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,41.5384,2500
262518,450507920467497,October,WI,1709.2786,1153.84,65,44,1,,44,2,1,4,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,17.751384615384612,1936
262528,491553003550920,October,WI,2460.9341,1250.0,45,44,1,,43,2,1,3,10,"Native, Born In US",3,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,1,27.77777777777778,1849
262577,710004675904205,October,WI,2564.2783,2230.0,40,44,1,,39,1,1,0,0,"Foreign Born, Not a US Citizen",3,Hospitals (622),2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,55.75,1521
262781,149295050069600,October,WI,2771.3269,1538.46,40,44,1,,58,2,5,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,Yes,Employed-At Work,1.0,1,38.4615,3364
262814,450507966723495,October,WI,1865.5696,923.07,35,44,1,,62,2,1,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,26.373428571428573,3844
262830,491352000950200,October,WI,3135.903,1346.15,50,46,1,,47,2,1,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,26.923000000000002,2209
262859,555578004909677,October,WI,1992.5534,1230.76,50,44,1,,46,1,1,2,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1.0,0,24.6152,2116
262951,41045460015803,October,WY,273.8887,1317.3,40,44,1,,54,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,32.9325,2916
262952,41045460015803,October,WY,320.4149,1336.53,40,44,1,,59,1,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,0,33.41325,3481
263046,450609915983193,October,WY,263.7033,1555.55,40,44,1,,46,2,5,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,38.88875,2116
263135,671364002450010,October,WY,332.2887,1979.16,50,46,1,,43,1,1,2,8,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,39.583200000000005,1849
263150,765547100007405,October,WY,284.2772,1134.61,40,44,1,,59,1,1,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,28.365249999999996,3481
263151,765547100007405,October,WY,238.9636,1230.76,40,44,1,,59,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,1,30.769,3481
263319,45041854000341,November,AL,1662.7181,2884.61,40,46,2,,42,2,6,3,10,"Native, Born In US",6,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,1,72.11525,1764
263361,841550301440004,November,AL,2330.1214,903.84,40,46,4,,38,1,1,1,2,"Foreign Born, Not a US Citizen",6,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,22.596,1444
263392,5160614093153,November,AL,1809.4978,948.61,40,44,1,,34,1,1,3,11,"Native, Born In US",6,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,23.71525,1156
263393,5160614093153,November,AL,1803.7520000000002,948.61,40,44,1,,35,2,1,3,11,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,23.71525,1225
263492,705905870895781,November,AL,3250.36,2884.61,40,44,2,,49,2,1,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,72.11525,2401
263507,757098789100855,November,AL,3205.343,932.69,40,44,1,,37,2,7,0,0,"Native, Born In US",6,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,Yes,Employed-At Work,1.0,1,23.31725,1369
263558,3140518074161,November,AL,1738.0598,965.76,40,44,1,,37,2,1,2,8,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,24.144,1369
263637,160520493801000,November,AL,1483.5492,1000.0,42,44,1,,59,2,1,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2300,Government - Local,Yes,,Employed-At Work,1.0,1,23.80952380952381,3481
263687,621510001090009,November,AL,2047.2111,671.0,40,44,2,,29,2,7,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,16.775,841
263913,210054174891,November,AK,381.5967,1384.61,40,44,1,,40,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1.0,1,34.615249999999996,1600
263982,701005560210230,November,AK,515.1999,1576.92,60,44,1,,35,1,5,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,0,26.282,1225
264022,52730520779297,November,AK,266.5482,1846.15,40,46,1,,50,2,2,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,46.15375,2500
264530,861842002100490,November,AZ,2923.3234,961.53,50,44,1,,50,2,5,2,3,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,19.2306,2500
264650,11859009300370,November,AR,1328.366,865.38,40,44,1,,35,2,1,2,8,"Native, Born In US",7,Elementary and secondary schools (6111),2320,Government - State,No,No,Employed-At Work,1.0,1,21.6345,1225
264672,405005790510711,November,AR,1412.4136,1288.46,45,44,1,,53,2,1,1,4,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,28.632444444444445,2809
264867,118250050036803,November,AR,1586.6708,230.76,20,44,1,,63,1,1,0,0,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,11.538,3969
264868,118250050036803,November,AR,1410.4260000000002,1000.0,50,46,1,,59,2,1,0,0,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,20.0,3481
264889,508006230510293,November,AR,1232.5196,942.0,45,44,1,,32,2,1,2,6,"Native, Born In US",7,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,20.933333333333334,1024
264890,508006230510293,November,AR,1237.5032,2019.0,72,44,1,,37,1,1,2,6,"Native, Born In US",7,Elementary and secondary schools (6111),2320,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,28.041666666666668,1369
264948,610574034697,November,CA,3176.8802,1600.0,50,44,1,,57,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,32.0,3249
265127,60842065908291,November,CA,3097.6745,1692.3,40,44,1,,54,1,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2320,Government - State,Yes,,Employed-At Work,1.0,0,42.3075,2916
265201,99935705075698,November,CA,3154.8317,450.0,25,44,1,,26,1,1,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,18.0,676
265243,151060004000314,November,CA,3436.2312,1769.23,60,44,1,,49,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,29.487166666666667,2401
265334,210303250894766,November,CA,3564.5546,600.0,20,46,2,,41,1,7,0,0,"Foreign Born, US Cit By Naturalization",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,30.0,1681
265368,281360004200255,November,CA,3124.0290000000005,180.0,20,44,1,,59,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2320,"Private, For Profit",No,No,Employed-At Work,1.0,1,9.0,3481
265537,510001700969476,November,CA,2965.2697,375.0,30,44,1,,31,2,5,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,12.5,961
265663,656486301763005,November,CA,2439.8334,1250.0,45,46,1,,36,1,1,1,2,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,0,27.77777777777778,1296
265871,807025638610654,November,CA,2825.9190000000003,1900.0,40,45,1,,29,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,47.5,841
265966,931068002900524,November,CA,3325.745,1740.0,40,44,1,,55,2,1,0,0,"Foreign Born, US Cit By Naturalization",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,43.5,3025
266396,179810060444915,November,CA,3168.3914,769.0,40,44,1,1.0,61,2,4,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,19.225,3721
266497,355096509600574,November,CA,3296.1285,1019.23,40,44,1,,45,2,1,2,3,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,25.48075,2025
266505,360603025905595,November,CA,3084.5956,961.0,40,44,1,,55,1,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2330,Government - Local,No,No,Employed-At Work,1.0,0,24.025,3025
266530,405908770695066,November,CA,3263.4325,2261.9,40,44,1,,47,1,1,1,4,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",Yes,,Employed-At Work,1.0,0,56.5475,2209
266543,416459750749007,November,CA,3190.147,1500.0,60,44,1,,58,2,5,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,1,25.0,3364
266628,505904650597306,November,CA,2934.8428,1634.61,40,44,1,,42,2,1,3,8,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,40.865249999999996,1764
267320,185460080048423,November,CO,2748.6424,865.38,40,44,1,,34,2,1,4,8,"Native, Born In US",8,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,1,21.6345,1156
267327,351285001900873,November,CO,2748.6424,1038.46,50,44,1,,31,2,7,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,20.7692,961
267410,5003150109988,November,CO,1529.0192,1153.84,45,44,1,,29,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,25.640888888888888,841
267429,37450580991291,November,CO,1484.339,673.07,55,44,1,,39,2,1,2,3,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,12.237636363636364,1521
267488,488721201930009,November,CO,3685.9132,1400.0,55,44,1,,45,2,5,2,3,"Native, Born In US",8,Elementary and secondary schools (6111),2320,"Private, Nonprofit",Yes,,Employed-At Work,1.0,1,25.454545454545453,2025
267518,860270976251000,November,CO,2559.2951,826.92,50,44,1,,35,1,1,1,1,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,0,16.5384,1225
267720,910041095577,November,CT,2925.7557,2047.61,55,44,4,,50,1,1,2,10,"Foreign Born, US Cit By Naturalization",1,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,37.22927272727272,2500
267805,727079708059480,November,CT,989.2454,1560.0,40,44,1,,51,1,1,2,4,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,0,39.0,2601
267809,756076959900860,November,CT,1081.5412,1560.0,40,44,1,7.0,50,1,1,2,10,"Foreign Born, US Cit By Naturalization",1,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,39.0,2500
267825,921898007000534,November,CT,2492.7185,2019.23,50,44,1,,52,2,5,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,40.3846,2704
267884,47140590010602,November,CT,1164.5205,1956.52,35,44,1,,60,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,55.900571428571425,3600
267885,47140590790692,November,CT,1164.5205,300.0,20,44,1,,60,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,15.0,3600
267887,57710590772597,November,CT,1112.9242,807.0,50,44,1,,50,2,5,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,16.14,2500
268100,809010001130007,November,CT,2506.3181,1408.05,35,44,1,,51,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,40.23,2601
268103,3170590990091,November,CT,1176.5337,1269.0,40,46,1,,62,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2330,Government - Local,No,Yes,Employed-Absent,1.0,1,31.725,3844
268173,949139550677002,November,CT,1151.3052,980.76,50,44,1,,46,2,1,2,4,"Native, Born In US",1,Elementary and secondary schools (6111),2300,Government - Local,Yes,,Employed-At Work,1.0,1,19.6152,2116
268267,25020255103471,November,DE,532.0448,2788.0,50,46,2,,57,2,6,0,0,"Foreign Born, US Cit By Naturalization",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,55.76,3249
268294,77070821100551,November,DE,547.5597,1423.07,40,44,1,,39,2,1,2,8,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1.0,1,35.57675,1521
268315,101963095906094,November,DE,404.3379,865.38,40,44,1,,37,1,1,4,8,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,0,21.6345,1369
268385,198995106057008,November,DE,375.0209,2884.61,40,44,2,,45,2,1,2,3,"Foreign Born, US Cit By Naturalization",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,72.11525,2025
268395,250273501770101,November,DE,530.2036,600.0,60,44,1,,49,2,5,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,10.0,2401
268519,756176959000660,November,DE,378.149,650.0,30,46,1,,57,2,1,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,21.666666666666668,3249
268599,10112130465715,November,DC,364.9493,961.53,40,44,2,,41,2,1,2,2,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,24.038249999999998,1681
268653,141317025710474,November,DC,316.0496,1153.0,40,44,2,,31,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,28.825,961
268718,199240461700951,November,DC,353.10699999999997,1442.3,40,46,1,,32,2,1,1,1,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,36.0575,1024
268724,199935705075198,November,DC,353.10699999999997,1346.15,55,44,1,,30,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,24.475454545454546,900
268738,211950075900398,November,DC,406.0976,1173.07,40,44,2,,38,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,29.326749999999997,1444
268815,411147150803707,November,DC,245.2498,2115.38,40,46,1,,61,2,1,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,52.8845,3721
268916,710004141957571,November,DC,467.5503,1153.84,40,44,2,2.0,25,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2300,Government - State,Yes,,Employed-At Work,1.0,1,28.845999999999997,625
268917,710004141957571,November,DC,402.5668,1000.0,60,44,6,,25,1,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,16.666666666666668,625
268951,771061205159890,November,DC,360.7464,2500.0,50,44,1,,28,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,1,50.0,784
268952,771061205159890,November,DC,342.2404,2884.61,50,46,1,,42,2,7,0,0,"Native, Born Abroad Of US Parent(s)",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,57.6922,1764
269123,300101966210460,November,FL,3135.5615,2884.61,40,46,1,,54,1,1,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,72.11525,2916
269124,300101966210460,November,FL,3176.1086,961.53,40,44,1,,54,2,1,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,24.038249999999998,2916
269644,307111712210817,November,FL,3286.3879,528.0,32,44,2,,63,1,7,0,0,"Foreign Born, US Cit By Naturalization",5,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,0,16.5,3969
269716,505909591897242,November,FL,3684.1864,2047.0,50,46,1,,47,1,1,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,0,40.94,2209
269717,505909591897242,November,FL,3532.0297,600.0,50,46,1,,46,2,1,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,12.0,2116
269773,604102421210674,November,FL,5017.7199,738.46,40,44,2,,44,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,18.4615,1936
269837,721171130208711,November,FL,3135.9997,750.0,40,44,2,,51,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1.0,1,18.75,2601
269838,721171130208711,November,FL,4388.7974,500.0,40,44,2,,31,1,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1.0,0,12.5,961
269986,612910801360108,November,FL,3407.198,2211.0,40,44,1,,41,2,5,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,55.275,1681
270099,41003784102631,November,GA,3474.3855,1576.92,40,45,1,,35,1,5,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,39.423,1225
270203,101005308000341,November,GA,4443.4766,961.53,40,45,2,,42,2,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2300,Government - Local,Yes,,Employed-At Work,1.0,1,24.038249999999998,1764
270272,197985600052348,November,GA,2934.2406,1022.72,45,44,1,,51,2,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,22.72711111111111,2601
270326,399000066270951,November,GA,3185.3907,1038.46,40,44,4,,51,2,1,0,0,"Foreign Born, Not a US Citizen",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,25.9615,2601
270406,831789055001501,November,GA,3070.2748,1250.0,60,44,1,,60,2,5,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,20.833333333333332,3600
270607,331932140007106,November,GA,2770.2077,807.69,40,44,1,,54,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,No,Yes,Employed-At Work,1.0,1,20.19225,2916
270613,401109360310723,November,GA,2865.7428,1084.61,45,44,1,,45,2,5,1,4,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,24.10244444444444,2025
270700,169151050108269,November,HI,553.823,1000.0,40,44,1,,40,1,5,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,0,25.0,1600
270731,506960521981101,November,HI,574.446,2115.38,40,45,1,,52,1,1,2,3,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,0,52.8845,2704
270760,755769550927100,November,HI,528.3146,2884.61,50,46,1,,54,1,1,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,0,57.6922,2916
270784,10510924593062,November,HI,722.8829,500.0,20,44,5,,31,1,1,3,11,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,0,25.0,961
270793,22035050104491,November,HI,547.3974,961.0,40,44,4,,48,2,1,1,3,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,24.025,2304
271048,965679950639102,November,HI,593.8127,2692.3,40,44,4,,53,2,5,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2300,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,67.3075,2809
271099,271564001310054,November,ID,818.7334,1527.77,50,46,1,,47,2,1,1,3,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - Local,No,No,Employed-At Work,1.0,1,30.5554,2209
271216,5107780610767,November,ID,806.7374,2692.0,40,44,1,,49,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,67.3,2401
271220,10003941404956,November,ID,868.95,415.38,24,46,4,,43,2,1,2,8,"Foreign Born, US Cit By Naturalization",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,17.3075,1849
271221,10003941404956,November,ID,733.0671,1300.0,40,46,1,,44,1,1,2,8,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,32.5,1936
271228,10610008777675,November,ID,780.7981,692.0,45,44,1,,56,2,7,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,15.377777777777778,3136
271451,107113554710798,November,IL,3401.1937,1057.69,60,44,1,,33,1,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,0,17.62816666666667,1089
271653,10710058972028,November,IL,3411.989,1061.0,50,44,1,,53,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,21.22,2809
271696,71211570997095,November,IL,3391.1345,1480.76,37,44,1,,48,2,1,3,6,"Native, Born In US",3,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1.0,1,40.02054054054054,2304
271713,103120315022716,November,IL,2678.7318,1800.0,40,44,1,,54,1,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2320,"Private, For Profit",Yes,,Employed-At Work,1.0,0,45.0,2916
271817,353193298700318,November,IL,2536.6429,1722.22,32,44,1,,44,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2300,"Private, Nonprofit",Yes,,Employed-Absent,1.0,1,53.819375,1936
272112,10710091316940,November,IL,3407.4752,1084.0,45,44,1,,54,2,1,1,4,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,24.08888888888889,2916
272131,76951570995498,November,IL,2302.126,2307.69,40,44,2,,49,2,7,1,4,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,57.69225,2401
272139,101010916090734,November,IL,2760.8954,1061.0,60,44,1,,37,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,17.683333333333334,1369
272140,101010916090734,November,IL,3250.6401,1192.3,55,44,1,,39,1,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,21.678181818181816,1521
272141,101161070062001,November,IL,2791.7085,1061.53,50,44,1,,39,2,1,2,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,1,21.2306,1521
272147,141278005010261,November,IL,2783.7751,900.0,40,44,1,,34,2,1,1,1,"Native, Born In US",3,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,22.5,1156
272617,908539150769101,November,IN,1754.8804,1250.0,40,44,1,,61,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1.0,1,31.25,3721
272661,60111590790490,November,IA,1275.8425,800.0,50,46,1,,46,2,7,0,0,"Native, Born In US",4,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,16.0,2116
272739,49551590790095,November,IA,1427.8722,230.0,20,44,1,,62,1,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2320,Government - State,No,No,Employed-At Work,1.0,0,11.5,3844
272771,291107120002407,November,IA,2058.8972,692.3,40,44,1,,59,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,17.307499999999997,3481
272932,889650701070100,November,IA,2520.4397,380.76,20,44,4,,29,1,7,0,0,"Foreign Born, Not a US Citizen",4,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,19.038,841
272952,941450003681001,November,IA,1857.6346,415.38,20,44,1,,36,2,7,0,0,"Native, Born In US",4,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,20.769,1296
272984,999720774190651,November,IA,1279.3649,2500.0,40,46,4,,63,1,6,0,0,"Foreign Born, US Cit By Naturalization",4,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,62.5,3969
273081,71230056121002,November,KS,1351.904,2884.61,50,44,1,,56,1,1,2,10,"Native, Born In US",4,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,0,57.6922,3136
273082,71230056121002,November,KS,1412.1544,2458.33,40,44,1,,47,2,1,2,10,"Native, Born In US",4,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,61.45825,2209
273248,99830557640752,November,KS,1074.5952,1000.0,40,44,1,,56,1,5,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2330,Government - State,Yes,,Employed-At Work,1.0,0,25.0,3136
